"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"338","Tai Felton","MIN","wr","6","CHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.6883","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","Russell Wilson","NYG","qb","14","GB","1.8","2.4262","3.3282","23.4921","0.1676","0.0631","0.3301","0.3","1.8771","0.0023","0","0","0","0","0","0","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"340","Tyrod Taylor","NYJ","qb","9","@NE","1.3","1.7639","2.5153","16.6363","0.1003","0.0581","0.2488","0.3487","2.2957","0.0011","0","0","0","0","0","0","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"341","Kirk Cousins","ATL","qb","5","CAR","1.3","1.8672","2.638","19.5743","0.1264","0.0572","0.1251","0.096","0.3443","0.0025","0","0","0","0","0","0","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"342","Jimmy Garoppolo","LA","qb","8","SEA","1.3","1.9554","2.7484","19.9929","0.1128","0.07","0.1996","0.1218","0.5555","0.0018","0","0","0","0","0","0","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","Nick Mullens","JAX","qb","8","LAC","1.2","2.0854","2.983","20.4414","0.1028","0.0902","0.2228","0.1328","0.7129","0.002","0","0","0","0","0","0","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"344","Mac Jones","SF","qb","14","@ARZ","1.2","2.0391","2.7904","18.9209","0.1109","0.0685","0.166","0.163","0.8298","0.0018","0","0","0","0","0","0","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","Kenny Pickett","LV","qb","8","DAL","1.2","1.705","2.435","17.205","0.1158","0.0471","0.2167","0.1761","0.994","0.0023","0","0","0","0","0","0","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"346","Zach Wilson","MIA","qb","12","WAS","1.1","1.6192","2.3315","16.1714","0.1016","0.0538","0.2417","0.1749","1.01","0.002","0","0","0","0","0","0","0.0079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"347","Graham Mertz","HST","qb","6","@TEN","1.1","1.7006","2.5504","17.2373","0.0894","0.0679","0.1868","0.1849","1.1579","0.003","0","0","0","0","0","0","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"348","Kyle Allen","DET","qb","8","@PHI","1","1.8894","2.5967","16.5663","0.0839","0.0709","0.2604","0.1715","0.9331","0.002","0","0","0","0","0","0","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","Mason Rudolph","PIT","qb","5","CIN","1","1.3119","1.8325","12.7229","0.0838","0.0452","0.1002","0.329","0.8602","0.0102","0","0","0","0","0","0","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"350","Malik Willis","GB","qb","5","@NYG","1","1.3201","1.9671","13.3337","0.0673","0.0448","0.2495","0.2594","1.6843","0.0031","0","0","0","0","0","0","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"351","Mitch Trubisky","BUF","qb","7","TB","0.8","1.3121","1.8904","12.3636","0.0626","0.05","0.1186","0.155","0.7743","0.0028","0","0","0","0","0","0","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","Kedon Slovis","ARZ","qb","8","SF","0.8","1.2273","1.7352","11.2693","0.0629","0.0454","0.1439","0.1368","0.8293","0.0023","0","0","0","0","0","0","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"353","Gardner Minshew","KC","qb","10","@DEN","0.5","0.8942","1.2437","8.0893","0.041","0.0283","0.1097","0.106","0.4833","0.0011","0","0","0","0","0","0","0.0035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"354","Tanner McKee","PHI","qb","9","DET","0.4","0.5628","0.8058","5.3098","0.0311","0.0197","0.0645","0.0727","0.2413","0.0015","0","0","0","0","0","0","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","Teddy Bridgewater","TB","qb","9","@BUF","0.3","0.481","0.684","4.7852","0.0263","0.0168","0.0573","0.0795","0.3388","0.0023","0","0","0","0","0","0","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"356","Jake Browning","CIN","qb","10","@PIT","0.3","0.5052","0.703","4.6799","0.0249","0.0203","0.0704","0.0715","0.3008","0.0023","0","0","0","0","0","0","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","Trey Lance","LAC","qb","12","@JAX","0.3","0.4451","0.6506","4.2762","0.0233","0.0164","0.0554","0.1015","0.5214","0.0013","0","0","0","0","0","0","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","Andy Dalton","CAR","qb","14","@ATL","0.2","0.2329","0.342","2.3312","0.0153","0.0087","0.0234","0.0601","0.1192","0.002","0","0","0","0","0","0","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","Joshua Dobbs","NE","qb","14","NYJ","0.2","0.2089","0.3","1.9291","0.0106","0.0081","0.0223","0.0748","0.2768","0.0028","0","0","0","0","0","0","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"360","Jarrett Stidham","DEN","qb","12","KC","0.2","0.2319","0.3424","2.2617","0.0117","0.0087","0.0281","0.0695","0.2485","0.0017","0","0","0","0","0","0","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"361","Joe Milton III","DAL","qb","10","@LV","0.2","0.2448","0.339","2.3288","0.0143","0.0085","0.0232","0.0658","0.234","0.002","0","0","0","0","0","0","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"362","Max Brosmer","MIN","qb","6","CHI","0.2","0.2146","0.3216","2.1816","0.0119","0.0083","0.0247","0.0594","0.2221","0.0018","0","0","0","0","0","0","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"363","Shedeur Sanders","CLV","qb","9","BLT","0.2","0.2419","0.3516","2.2683","0.0115","0.0093","0.0258","0.0643","0.3003","0.002","0","0","0","0","0","0","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"364","Josh Johnson","WAS","qb","12","@MIA","0.1","0.2119","0.312","2.0955","0.0121","0.0079","0.0214","0","0","0","0","0","0","0","0","0","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"365","Brandon Allen","TEN","qb","10","HST","0.1","0.0957","0.1493","0.94","0.0048","0.0041","0.0142","0.0511","0.1233","0.0018","0","0","0","0","0","0","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"366","Drew Lock","SEA","qb","8","@LA","0.1","0.2115","0.3063","1.9761","0.0101","0.0084","0.0257","0.0612","0.14","0.0012","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"367","Tyler Huntley","BLT","qb","7","@CLV","0.1","0.1744","0.2479","1.628","0.0089","0.0059","0.0272","0.0781","0.3302","0.0017","0","0","0","0","0","0","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"368","Tyson Bagent","CHI","qb","5","@MIN","0.1","0.2054","0.3054","2.0288","0.0105","0.0085","0.0233","0","0","0","0","0","0","0","0","0","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369","Brandon Aubrey","DAL","k","10","@LV","9.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.448","0.4517","0.565","0.5818","0.5218","0.5786","0.3741","0.4473","2.6127","2.6723","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"370","Matt Prater","BUF","k","7","TB","9.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4442","0.4517","0.5486","0.5818","0.4737","0.5786","0.3199","0.4473","2.7869","2.9162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"371","Chris Boswell","PIT","k","5","CIN","9.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4473","0.4517","0.5618","0.5818","0.512","0.5786","0.3624","0.4473","2.3725","2.4372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"372","Cameron Dicker","LAC","k","12","@JAX","9.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4473","0.4517","0.562","0.5818","0.5126","0.5786","0.3632","0.4472","2.3625","2.4262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"373","Eddy Pineiro","SF","k","14","@ARZ","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4458","0.4517","0.5556","0.5818","0.4933","0.5786","0.3413","0.4472","2.4332","2.5212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"374","Harrison Butker","KC","k","10","@DEN","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4442","0.4517","0.5487","0.5818","0.4739","0.5786","0.3201","0.4473","2.5256","2.6425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","Brandon McManus","GB","k","5","@NYG","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4426","0.4517","0.542","0.5818","0.456","0.5786","0.3015","0.4473","2.6153","2.7626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"376","Jake Elliott","PHI","k","9","DET","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4439","0.4515","0.5479","0.5815","0.4723","0.5783","0.3186","0.447","2.4787","2.5951","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"377","Jake Bates","DET","k","8","@PHI","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4276","0.4348","0.5281","0.5601","0.4561","0.557","0.3081","0.4305","2.7177","2.8435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378","Tyler Loop","BLT","k","7","@CLV","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.444","0.4517","0.5475","0.5818","0.4707","0.5786","0.3167","0.4473","2.4937","2.6135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"379","Riley Patterson","MIA","k","12","WAS","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4424","0.4515","0.5417","0.5815","0.4558","0.5783","0.3014","0.447","2.4719","2.611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"380","Chase McLaughlin","TB","k","9","@BUF","8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4263","0.433","0.5282","0.5577","0.4605","0.5546","0.3135","0.4287","2.4677","2.5733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"381","Harrison Mevis","LA","k","8","SEA","8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4432","0.4517","0.5444","0.5818","0.4623","0.5786","0.308","0.4472","2.3931","2.5192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"382","Andres Borregales","NE","k","14","NYJ","8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4439","0.4517","0.5471","0.5818","0.4696","0.5786","0.3156","0.4473","2.2224","2.3304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","Jason Myers","SEA","k","8","@LA","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4274","0.4346","0.5278","0.5598","0.4556","0.5567","0.3076","0.4303","2.3237","2.4317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"384","Matt Gay","WAS","k","12","@MIA","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4269","0.4348","0.525","0.5601","0.4477","0.557","0.2992","0.4305","2.3383","2.4579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"385","Cam Little","JAX","k","8","LAC","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4275","0.4346","0.5285","0.5598","0.4576","0.5567","0.3098","0.4303","2.2123","2.3126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"386","Cairo Santos","CHI","k","5","@MIN","8.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4276","0.4348","0.528","0.5601","0.4556","0.557","0.3076","0.4305","2.1358","2.2352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"387","Zane Gonzalez","ATL","k","5","CAR","8.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.443","0.4517","0.5433","0.5818","0.4595","0.5786","0.3051","0.4473","2.1144","2.2293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"388","Will Reichard","MIN","k","6","CHI","8.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.444","0.4515","0.5484","0.5815","0.4735","0.5783","0.3198","0.447","1.9778","2.0695","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"389","Packers DST","GB","dst","5","@NYG","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0466","0.0227","1.0101","0.9843","0.4911","0.1319","102.0617","0.0378","0.0157","0.0481","0.1931","0.2705","0.2463","0.1636","0.0627","0","0","0","0","0","0","0","0","0","0"
"390","Wil Lutz","DEN","k","12","KC","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4258","0.4345","0.5215","0.5597","0.4389","0.5566","0.2903","0.4303","2.2368","2.3624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"391","Daniel Carlson","LV","k","8","DAL","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4271","0.4345","0.5269","0.5597","0.4533","0.5566","0.3052","0.4303","2.0606","2.1589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"392","Matthew Wright","HST","k","6","@TEN","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4436","0.4517","0.5461","0.5818","0.4667","0.5786","0.3126","0.4473","1.8783","1.9727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"393","Evan McPherson","CIN","k","10","@PIT","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4255","0.433","0.5248","0.5577","0.4511","0.5546","0.3035","0.4287","2.1444","2.2475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"394","Chad Ryland","ARZ","k","8","SF","8.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4258","0.4346","0.5213","0.5598","0.4384","0.5567","0.2897","0.4303","2.171","2.2937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"395","Younghoe Koo","NYG","k","14","GB","8.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4167","0.4253","0.5101","0.5478","0.4289","0.5448","0.2834","0.4211","2.1507","2.2724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"396","Ryan Fitzgerald","CAR","k","14","@ATL","8.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4263","0.4345","0.5234","0.5597","0.4439","0.5566","0.2954","0.4303","1.9558","2.0598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"397","Texans DST","HST","dst","6","@TEN","7.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5848","0.0205","0.6192","0.9651","0.4799","0.0953","89.0363","0.0371","0.0155","0.0476","0.2012","0.2678","0.2438","0.1619","0.062","0","0","0","0","0","0","0","0","0","0"
"398","Patriots DST","NE","dst","14","NYJ","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3491","0.0216","0.5922","1.0033","0.4923","0.0918","94.1453","0.0368","0.0155","0.0476","0.2012","0.2678","0.2438","0.1619","0.062","0","0","0","0","0","0","0","0","0","0"
"399","Joey Slye","TEN","k","10","HST","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4232","0.4314","0.5194","0.5558","0.4399","0.5527","0.2925","0.4272","1.4031","1.4785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"400","Andre Szmyt","CLV","k","9","BLT","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4112","0.4196","0.5034","0.5405","0.4232","0.5375","0.2797","0.4155","1.6467","1.7399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"401","Steelers DST","PIT","dst","5","CIN","7.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8382","0.0215","0.9281","0.8843","0.4475","0.1215","92.1426","0.0336","0.0148","0.0351","0.1357","0.284","0.2585","0.1717","0.1002","0","0","0","0","0","0","0","0","0","0"
"402","Ravens DST","BLT","dst","7","@CLV","7.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6668","0.0228","0.8236","0.9095","0.4504","0.1106","101.0688","0.039","0.0155","0.0476","0.2012","0.2678","0.2438","0.1619","0.062","0","0","0","0","0","0","0","0","0","0"
"403","Chargers DST","LAC","dst","12","@JAX","7.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5409","0.024","0.9021","0.9329","0.4626","0.1185","93.8216","0.0352","0.0144","0.034","0.1963","0.275","0.2504","0.1663","0.0637","0","0","0","0","0","0","0","0","0","0"
"404","Bears DST","CHI","dst","5","@MIN","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1702","0.0214","0.9179","0.945","0.4684","0.1219","87.2303","0.0321","0.0139","0.0328","0.0934","0.2659","0.2421","0.1893","0.1626","0","0","0","0","0","0","0","0","0","0"
"405","Bills DST","BUF","dst","7","TB","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8473","0.0224","0.7534","0.925","0.4597","0.1048","103.104","0.0367","0.0149","0.0353","0.148","0.2859","0.2603","0.1728","0.0827","0","0","0","0","0","0","0","0","0","0"
"406","Cowboys DST","DAL","dst","10","@LV","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0339","0.0209","0.7312","0.9432","0.4709","0.1039","97.1863","0.0348","0.0145","0.0344","0.1274","0.2786","0.2536","0.1932","0.0983","0","0","0","0","0","0","0","0","0","0"
"407","Rams DST","LA","dst","8","SEA","6.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8747","0.0211","0.7513","0.9229","0.4586","0.1048","93.9139","0.0341","0.0148","0.0349","0.1293","0.2826","0.2573","0.1815","0.0997","0","0","0","0","0","0","0","0","0","0"
"408","Nick Folk","NYJ","k","9","@NE","6.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3292","0.3323","0.4137","0.4281","0.3775","0.4257","0.2677","0.3291","1.7703","1.8177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"409","49ers DST","SF","dst","14","@ARZ","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9574","0.0232","0.6512","0.9906","0.492","0.097","94.2061","0.0343","0.0148","0.0349","0.1293","0.2826","0.2573","0.1815","0.0997","0","0","0","0","0","0","0","0","0","0"
"410","Vikings DST","MIN","dst","6","CHI","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0319","0.0231","0.6046","0.9847","0.4858","0.0922","84.1513","0.0316","0.0148","0.0349","0.1293","0.2826","0.2573","0.1815","0.0997","0","0","0","0","0","0","0","0","0","0"
"411","Falcons DST","ATL","dst","5","CAR","6.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4571","0.0227","0.6908","0.8946","0.4403","0.0966","90.2237","0.0347","0.0144","0.034","0.1963","0.275","0.2504","0.1663","0.0637","0","0","0","0","0","0","0","0","0","0"
"412","Eagles DST","PHI","dst","9","DET","6.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5954","0.0226","0.6796","0.9449","0.4704","0.0981","96.6396","0.0354","0.0149","0.0353","0.1307","0.2856","0.26","0.1727","0.1008","0","0","0","0","0","0","0","0","0","0"
"413","Jaguars DST","JAX","dst","8","LAC","6.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.682","0.0243","0.6272","0.9765","0.4842","0.0936","90.5761","0.0339","0.0145","0.0344","0.1274","0.2786","0.2536","0.1932","0.0983","0","0","0","0","0","0","0","0","0","0"
"414","Broncos DST","DEN","dst","12","KC","6.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3865","0.0232","0.6859","0.9227","0.4593","0.0967","90.9836","0.0336","0.0148","0.035","0.1069","0.2835","0.2581","0.2018","0.1","0","0","0","0","0","0","0","0","0","0"
"415","Titans DST","TEN","dst","10","HST","6.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9844","0.0229","0.8412","0.8636","0.4241","0.1093","75.4788","0.032","0.0147","0.0347","0.1454","0.2808","0.2556","0.1698","0.0991","0","0","0","0","0","0","0","0","0","0"
"416","Jets DST","NYJ","dst","9","@NE","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9052","0.0227","0.6097","0.9982","0.4892","0.0921","77.8925","0.0296","0.014","0.0331","0.0942","0.2262","0.2443","0.224","0.1641","0","0","0","0","0","0","0","0","0","0"
